period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,Niger,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Niger,Threatening / Violence / Harm,content_reports,41
2020-H1,Account / Content Violations,Country,Niger,Threatening / Violence / Harm,content_enforced,5
2020-H1,Account / Content Violations,Country,Niger,Threatening / Violence / Harm,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Nigeria,Harassment and Bullying,content_reports,636
2020-H1,Account / Content Violations,Country,Nigeria,Harassment and Bullying,content_enforced,143
2020-H1,Account / Content Violations,Country,Nigeria,Harassment and Bullying,unique_accounts_enforced,108
2020-H1,Account / Content Violations,Country,Nigeria,Hate Speech,content_reports,118
2020-H1,Account / Content Violations,Country,Nigeria,Hate Speech,content_enforced,18
2020-H1,Account / Content Violations,Country,Nigeria,Hate Speech,unique_accounts_enforced,13
2020-H1,Account / Content Violations,Country,Nigeria,Impersonation,content_reports,5110
2020-H1,Account / Content Violations,Country,Nigeria,Impersonation,content_enforced,25
2020-H1,Account / Content Violations,Country,Nigeria,Impersonation,unique_accounts_enforced,23
2020-H1,Account / Content Violations,Country,Nigeria,Regulated Goods,content_reports,267
2020-H1,Account / Content Violations,Country,Nigeria,Regulated Goods,content_enforced,103
2020-H1,Account / Content Violations,Country,Nigeria,Regulated Goods,unique_accounts_enforced,81
2020-H1,Account / Content Violations,Country,Nigeria,Sexually Explicit Content,content_reports,23480
2020-H1,Account / Content Violations,Country,Nigeria,Sexually Explicit Content,content_enforced,11113
2020-H1,Account / Content Violations,Country,Nigeria,Sexually Explicit Content,unique_accounts_enforced,2892
2020-H1,Account / Content Violations,Country,Nigeria,Spam,content_reports,1251
2020-H1,Account / Content Violations,Country,Nigeria,Spam,content_enforced,679
2020-H1,Account / Content Violations,Country,Nigeria,Spam,unique_accounts_enforced,424
2020-H1,Account / Content Violations,Country,Nigeria,Threatening / Violence / Harm,content_reports,793
2020-H1,Account / Content Violations,Country,Nigeria,Threatening / Violence / Harm,content_enforced,127
2020-H1,Account / Content Violations,Country,Nigeria,Threatening / Violence / Harm,unique_accounts_enforced,107
2020-H1,Account / Content Violations,Country,Niue,Sexually Explicit Content,content_reports,1
2020-H1,Account / Content Violations,Country,Niue,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Norfolk Island,Sexually Explicit Content,content_reports,2
2020-H1,Account / Content Violations,Country,Norfolk Island,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Harassment and Bullying,content_reports,4
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Impersonation,content_reports,19
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Regulated Goods,content_reports,2
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Sexually Explicit Content,content_reports,29
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Sexually Explicit Content,content_enforced,8
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Sexually Explicit Content,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Spam,content_reports,2
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Threatening / Violence / Harm,content_reports,5
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Northern Mariana Islands,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Norway,Harassment and Bullying,content_reports,4909
2020-H1,Account / Content Violations,Country,Norway,Harassment and Bullying,content_enforced,720
2020-H1,Account / Content Violations,Country,Norway,Harassment and Bullying,unique_accounts_enforced,591
2020-H1,Account / Content Violations,Country,Norway,Hate Speech,content_reports,862
2020-H1,Account / Content Violations,Country,Norway,Hate Speech,content_enforced,123
2020-H1,Account / Content Violations,Country,Norway,Hate Speech,unique_accounts_enforced,105
2020-H1,Account / Content Violations,Country,Norway,Impersonation,content_reports,8317
2020-H1,Account / Content Violations,Country,Norway,Impersonation,content_enforced,163
2020-H1,Account / Content Violations,Country,Norway,Impersonation,unique_accounts_enforced,161
2020-H1,Account / Content Violations,Country,Norway,Regulated Goods,content_reports,1535
2020-H1,Account / Content Violations,Country,Norway,Regulated Goods,content_enforced,523
2020-H1,Account / Content Violations,Country,Norway,Regulated Goods,unique_accounts_enforced,292
2020-H1,Account / Content Violations,Country,Norway,Sexually Explicit Content,content_reports,24477
2020-H1,Account / Content Violations,Country,Norway,Sexually Explicit Content,content_enforced,7918
2020-H1,Account / Content Violations,Country,Norway,Sexually Explicit Content,unique_accounts_enforced,3703
2020-H1,Account / Content Violations,Country,Norway,Spam,content_reports,3830
2020-H1,Account / Content Violations,Country,Norway,Spam,content_enforced,206
2020-H1,Account / Content Violations,Country,Norway,Spam,unique_accounts_enforced,183
2020-H1,Account / Content Violations,Country,Norway,Threatening / Violence / Harm,content_reports,5816
2020-H1,Account / Content Violations,Country,Norway,Threatening / Violence / Harm,content_enforced,829
2020-H1,Account / Content Violations,Country,Norway,Threatening / Violence / Harm,unique_accounts_enforced,541
2020-H1,Account / Content Violations,Country,Oman,Harassment and Bullying,content_reports,734
2020-H1,Account / Content Violations,Country,Oman,Harassment and Bullying,content_enforced,57
2020-H1,Account / Content Violations,Country,Oman,Harassment and Bullying,unique_accounts_enforced,55
2020-H1,Account / Content Violations,Country,Oman,Hate Speech,content_reports,159
2020-H1,Account / Content Violations,Country,Oman,Hate Speech,content_enforced,9
2020-H1,Account / Content Violations,Country,Oman,Hate Speech,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Oman,Impersonation,content_reports,3087
2020-H1,Account / Content Violations,Country,Oman,Impersonation,content_enforced,10
2020-H1,Account / Content Violations,Country,Oman,Impersonation,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Oman,Regulated Goods,content_reports,90
2020-H1,Account / Content Violations,Country,Oman,Regulated Goods,content_enforced,8
2020-H1,Account / Content Violations,Country,Oman,Regulated Goods,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,Oman,Sexually Explicit Content,content_reports,10715
2020-H1,Account / Content Violations,Country,Oman,Sexually Explicit Content,content_enforced,3107
2020-H1,Account / Content Violations,Country,Oman,Sexually Explicit Content,unique_accounts_enforced,1000
2020-H1,Account / Content Violations,Country,Oman,Spam,content_reports,1148
2020-H1,Account / Content Violations,Country,Oman,Spam,content_enforced,32
2020-H1,Account / Content Violations,Country,Oman,Spam,unique_accounts_enforced,27
2020-H1,Account / Content Violations,Country,Oman,Threatening / Violence / Harm,content_reports,846
2020-H1,Account / Content Violations,Country,Oman,Threatening / Violence / Harm,content_enforced,62
2020-H1,Account / Content Violations,Country,Oman,Threatening / Violence / Harm,unique_accounts_enforced,56
2020-H1,Account / Content Violations,Country,Pakistan,Harassment and Bullying,content_reports,1928
2020-H1,Account / Content Violations,Country,Pakistan,Harassment and Bullying,content_enforced,203
2020-H1,Account / Content Violations,Country,Pakistan,Harassment and Bullying,unique_accounts_enforced,178
2020-H1,Account / Content Violations,Country,Pakistan,Hate Speech,content_reports,399
2020-H1,Account / Content Violations,Country,Pakistan,Hate Speech,content_enforced,34
2020-H1,Account / Content Violations,Country,Pakistan,Hate Speech,unique_accounts_enforced,34
2020-H1,Account / Content Violations,Country,Pakistan,Impersonation,content_reports,7656
2020-H1,Account / Content Violations,Country,Pakistan,Impersonation,content_enforced,92
2020-H1,Account / Content Violations,Country,Pakistan,Impersonation,unique_accounts_enforced,88
2020-H1,Account / Content Violations,Country,Pakistan,Regulated Goods,content_reports,492
2020-H1,Account / Content Violations,Country,Pakistan,Regulated Goods,content_enforced,120
2020-H1,Account / Content Violations,Country,Pakistan,Regulated Goods,unique_accounts_enforced,87
2020-H1,Account / Content Violations,Country,Pakistan,Sexually Explicit Content,content_reports,15605
2020-H1,Account / Content Violations,Country,Pakistan,Sexually Explicit Content,content_enforced,5230
2020-H1,Account / Content Violations,Country,Pakistan,Sexually Explicit Content,unique_accounts_enforced,2187
2020-H1,Account / Content Violations,Country,Pakistan,Spam,content_reports,2164
2020-H1,Account / Content Violations,Country,Pakistan,Spam,content_enforced,164
2020-H1,Account / Content Violations,Country,Pakistan,Spam,unique_accounts_enforced,113
2020-H1,Account / Content Violations,Country,Pakistan,Threatening / Violence / Harm,content_reports,2856
2020-H1,Account / Content Violations,Country,Pakistan,Threatening / Violence / Harm,content_enforced,266
2020-H1,Account / Content Violations,Country,Pakistan,Threatening / Violence / Harm,unique_accounts_enforced,245
2020-H1,Account / Content Violations,Country,Palau,Harassment and Bullying,content_reports,3
2020-H1,Account / Content Violations,Country,Palau,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Palau,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Palau,Impersonation,content_reports,9
2020-H1,Account / Content Violations,Country,Palau,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Palau,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Palau,Sexually Explicit Content,content_reports,12
2020-H1,Account / Content Violations,Country,Palau,Sexually Explicit Content,content_enforced,4
2020-H1,Account / Content Violations,Country,Palau,Sexually Explicit Content,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Palau,Spam,content_reports,1
2020-H1,Account / Content Violations,Country,Palau,Spam,content_enforced,1
2020-H1,Account / Content Violations,Country,Palau,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Palau,Threatening / Violence / Harm,content_reports,4
2020-H1,Account / Content Violations,Country,Palau,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Palau,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Palestinian Territory,Harassment and Bullying,content_reports,313
2020-H1,Account / Content Violations,Country,Palestinian Territory,Harassment and Bullying,content_enforced,32
2020-H1,Account / Content Violations,Country,Palestinian Territory,Harassment and Bullying,unique_accounts_enforced,29
2020-H1,Account / Content Violations,Country,Palestinian Territory,Hate Speech,content_reports,30
2020-H1,Account / Content Violations,Country,Palestinian Territory,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,Palestinian Territory,Hate Speech,unique_accounts_enforced,1
